28,60734	28,71	7,24	100
28,71	28,898	7,55	100
28,898	29,149	7	100
29,149	29,404	13,3	100
29,404	29,64	0,5	100
29,64	30,078	0,8	100
30,078	30,17	-0,49	100
30,17	30,2044	-0,49	100
30,2044	30,30926	0,804	100
30,30926	30,47087	0	100
30,47087	30,50928	-15,34	100
30,50928	30,8542	-15,36	100
30,8542	30,92736	-15,12	100
30,92736	31,29649	0	100
31,29649	31,43541	15,273	100
31,43541	31,6753	14,757	100
31,6753	31,89326	14,59	100
31,89326	31,941	15,378	100
31,941	31,9896	15,378	100
31,9896	32,32643	0	100
32,32643	32,76354	-9,929	100
32,76354	33,054	0	100
33,054	33,24489	0	100
33,24489	33,30297	13,77	100
33,30297	33,5576	15,022	100
33,5576	33,6738	14,281	100
33,6738	33,94404	15,453	100
33,94404	33,985	16,885	100
33,985	34,14529	0	100
34,14529	34,17412	0,808	100
34,17412	34,3036	0	100
34,3036	34,497	13,656	100
34,497	34,63912	12,571	100
34,63912	34,937	0	100
34,937	35,18959	0	100
35,18959	35,29959	12,51	100
35,29959	35,45872	13,04	100
35,45872	35,58981	0	100
35,58981	35,84218	0,482	100
35,84218	36	0	100
36	36,16382	14,184	100
36,16382	36,28999	15,059	100
36,28999	36,41625	14,335	100
36,41625	36,47084	14,207	100
36,47084	36,74316	0	100
36,74316	36,769	-13,048	100
36,769	36,85761	-14,445	100
36,85761	37,086	-12,595	100
37,086	37,40202	0	100
37,40202	37,44603	11,967	100
37,44603	37,48609	0	100
37,48609	37,55643	16,072	100
37,55643	37,777	0	100
37,777	37,94295	-5,651	100
37,94295	38,26556	0	100
38,26556	38,50049	13,401	100
38,50049	38,753	0	100
38,753	39,12519	0	100
39,12519	39,3	-4,478	100
39,3	39,55309	0	100
39,55309	39,57453	12,994	100
39,57453	39,73569	15,368	100
39,73569	39,85954	14,453	100
39,85954	39,98559	15,15	100
39,98559	40,16139	14,028	100
40,16139	40,27085	15,541	100
40,27085	40,53757	15,224	100
40,53757	40,649	15,704	100
40,649	40,772	15,094	100
40,772	40,83	15,425	100
40,83	40,933	15,425	90
40,933	40,961	14,141	90
40,961	40,994	0	90
40,994	41,279	0	90
41,279	41,327	14,548	90
41,327	41,485	13,152	90
41,485	41,629	15,331	90
41,629	41,772	14,174	90
41,772	41,991	13,995	90
41,991	42,159	13,193	90
42,159	42,2515	13,351	90
42,2515	42,286	13,351	100
42,286	42,476	14,07	100
42,476	42,602	14,808	100
42,602	42,791	15,145	100
42,791	42,835	16,486	100
42,835	43,0528	0	100
43,0528	43,182	0	100
43,182	43,214	16,304	100
43,214	43,394	15,101	100
43,394	43,52	15,677	100
43,52	43,709	15,476	100
43,709	44,1175	15,273	100
44,1175	44,125	15,273	90
44,125	44,241	16,835	90
44,241	44,389	14,763	90
44,389	44,582	15,892	90
44,582	44,718	13,078	90
44,718	44,88	13,868	90
44,88	45,0885	13,646	90
45,0885	45,13	13,646	30
45,13	45,328	13,777	30
45,328	45,439	13,293	30
45,439	45,479	14,67	30
45,479	45,739	0	30
45,739	45,878	-0,933	30
45,878	46,0772	0	30
