-2,618	-1,9945	-11	30
-1,9945	-1,835	-11	60
-1,835	-1,163	-12	60
-1,163	-0,859	0	60
-0,859	-0,269	5	60
-0,269	0	0	60
0	0,0185	0	60
0,0185	0,384	0	50
0,384	0,568	0	45
0,568	0,967	11,5	45
0,967	1,182	11,5	70
1,182	2,0135	15	70
2,0135	2,282	15	120
2,282	2,44	0	120
2,44	2,443	-10,5	120
2,443	2,845	-10,5	120
2,845	3,2	0	120
3,2	3,285	-14	120
3,285	3,44786	-13,386	120
3,44786	3,60234	-13,4	120
3,60234	3,73841	-12,199	120
3,73841	4,1009	0	120
4,1009	4,47289	15,579	120
4,47289	4,63311	0	120
4,63311	4,74928	0,158	120
4,74928	4,805	0,158	120
4,805	4,93396	0	120
4,93396	5,05292	13,749	120
5,05292	5,27653	15,137	120
5,27653	5,59904	14,192	120
5,59904	6,21882	0	120
6,21882	6,28419	15,261	120
6,28419	6,41399	13,174	120
6,41399	6,537	14,004	120
6,537	6,57609	14,004	120
6,57609	6,76106	14,867	120
6,76106	6,82001	15,795	120
6,82001	6,86799	0	120
6,86799	6,95796	11,144	120
6,95796	7,06119	10,271	120
7,06119	7,29781	0	120
7,29781	7,31994	-13,291	120
7,31994	7,41441	-12,148	120
7,41441	7,6665	-14,947	120
7,6665	7,673	-14,947	80
7,673	7,73	-15,337	80
7,73	7,80927	-15,337	60
7,80927	7,91288	-16,311	60
7,91288	8,42885	0	60
8,42885	8,429	0	60
8,429	8,86548	0	60
8,86548	8,90274	-9,372	60
8,90274	8,96266	0	60
8,96266	9,0841	-15,38	60
9,0841	9,1175	0	60
9,1175	9,51463	0	80
9,51463	9,5615	16,926	80
9,5615	9,62792	16,926	90
9,62792	9,86094	16,522	90
9,86094	10,09682	16,915	90
10,09682	10,35818	16,414	90
10,35818	10,4552	16,196	90
10,4552	10,47179	16,196	90
10,47179	10,637	16,448	90
10,637	10,92717	16,448	110
10,92717	11,1491	16,311	110
11,1491	11,33836	15,904	110
11,33836	11,45439	18,09	110
11,45439	11,75439	16,5	110
11,75439	11,88609	15,262	110
11,88609	12,20085	16,997	110
12,20085	12,26576	14,638	110
12,26576	12,31725	17,087	110
12,31725	12,40161	19,231	110
12,40161	12,6	17,178	110
12,6	12,72285	16,575	110
12,72285	12,91336	17,075	110
12,91336	13,03843	16,871	110
13,03843	13,1	16,523	110
13,1	13,45716	0	110
13,45716	13,6343	-10,781	110
13,6343	13,88983	-11,779	110
13,88983	14,10546	-10,481	110
14,10546	14,26819	-11,246	110
14,26819	14,3598	-10,789	110
14,3598	14,38919	-10,789	110
14,38919	14,516	-9,258	110
14,516	14,67973	-12,843	110
14,67973	14,79548	-13,503	110
14,79548	15,139	-12,913	110
15,139	15,48872	-13,401	110
15,48872	15,68099	-11,962	110
15,68099	15,9657	0	110
15,9657	16,3276	0	110
16,3276	16,7	-14,92	110
16,7	16,89458	-12,488	110
16,89458	17,03834	-11,477	110
17,03834	17,13944	-11,573	110
17,13944	17,64729	-12,838	110
17,64729	17,84975	-13,548	110
17,84975	17,96595	0	110
17,96595	18,03838	-0,929	110
18,03838	18,21822	0	110
18,21822	18,2825	16,675	110
18,2825	18,6225	0	110
18,6225	18,83822	0	110
18,83822	19,04624	6,009	110
19,04624	19,30067	6,933	110
19,30067	19,47548	10,133	110
19,47548	19,52452	0	110
19,52452	19,78465	15,036	110
19,78465	20,03807	16,401	110
20,03807	20,11929	15,914	110
20,11929	20,64112	0	110
20,64112	20,86075	14,879	110
20,86075	20,91297	17,663	110
20,91297	21,08929	14,53	110
21,08929	21,21634	15,549	110
21,21634	21,38677	15,038	110
21,38677	21,55062	15,843	110
21,55062	21,62418	16,391	110
21,62418	21,715	0	110
21,715	21,95782	0	110
21,95782	22,20463	-16,972	110
22,20463	22,58641	-17,213	110
22,58641	22,7296	-15,232	110
22,7296	22,83616	-13,936	110
22,83616	23,02338	-14,849	110
23,02338	23,21276	-15,999	110
23,21276	23,39	-14,831	110
23,39	23,46341	-14,831	110
23,46341	23,58605	-13,78	110
23,58605	23,7778	-16,194	110
23,7778	23,95835	-16,91	110
23,95835	24,04734	-14,937	110
24,04734	24,41134	0	110
24,41134	24,59121	11,345	110
24,59121	24,73423	13,564	110
24,73423	24,81977	0	110
24,81977	25,03089	6,021	110
25,03089	25,3321	0	110
25,3321	25,40518	0	110
25,40518	25,54684	-1,11	110
25,54684	25,62316	0	110
25,62316	25,747	-8,356	110
25,747	26	0	110
26	26,13768	0,979	110
26,13768	26,29232	0	110
26,29232	26,35161	8,73	110
26,35161	26,67739	0	110
26,67739	26,84277	-9,341	110
26,84277	27,11223	0	110
27,11223	27,3776	6,51	110
27,3776	27,55915	6,21	110
27,55915	27,582	0	110
27,582	27,85711	0	100
27,85711	27,97199	9,37	100
27,97199	28,03589	8,13	100
28,03589	28,20164	6,63	100
28,20164	28,37	0	100
28,37	28,60734	0	100
