20130515-125946	15525	951137	3036947	1152318	1884629	1323148	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-125949	15525	951137	3036951	1152320	1884631	1323148	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-125951	15525	951137	3036951	1152320	1884631	1323148	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-125954	15525	951137	3036951	1152320	1884631	1323148	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-125957	15525	951137	3036951	1152320	1884631	1323148	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-125959	15525	951137	3036951	1152320	1884631	1323148	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130002	15525	951137	3036951	1152320	1884631	1323148	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130004	15525	951137	3036951	1152320	1884631	1323148	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130007	15525	951137	3036951	1152320	1884631	1323148	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130010	15525	951137	3036951	1152320	1884631	1323149	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130012	15525	951137	3036951	1152320	1884631	1323149	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130015	15525	951137	3036951	1152320	1884631	1323149	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130017	15525	951137	3036951	1152320	1884631	1323149	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130020	15525	951137	3036951	1152320	1884631	1323149	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130022	15525	951137	3036951	1152320	1884631	1323149	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130025	15525	951137	3036951	1152320	1884631	1323149	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130028	15525	951137	3036951	1152320	1884631	1323149	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130030	15525	951137	3036951	1152320	1884631	1323149	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130033	15525	951137	3036951	1152320	1884631	1323149	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130035	15525	951137	3036951	1152320	1884631	1323149	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130038	15525	951137	3036951	1152320	1884631	1323149	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130041	15525	951137	3036951	1152320	1884631	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130043	15525	951137	3036951	1152320	1884631	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130046	15525	951137	3036951	1152320	1884631	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130048	15525	951137	3036951	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130051	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130053	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130056	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130059	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130101	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130104	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130106	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130109	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130111	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130114	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130117	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130119	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130122	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130124	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130127	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130130	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	132	NORM	PA_E	8	0
20130515-130132	15525	951137	3036952	1152323	1884629	1323150	32767	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	132	NORM	PA_E	8	0
