20110810-164630	15525	951137	8473195	3223198	5249997	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63944	0	9573	9573	0	0	NORM	N_D	0	0
20110810-164634	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63954	0	9573	9573	0	0	NORM	N_D	0	0
20110810-164637	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63954	0	9573	9573	0	0	NORM	N_D	0	0
20110810-164641	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63954	0	9637	9637	0	0	NORM	N_D	0	0
20110810-164645	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63954	0	9637	9573	0	0	NORM	N_D	0	0
20110810-164648	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63954	0	9637	9637	0	0	NORM	N_D	0	0
20110810-164652	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63954	0	9573	9637	0	0	NORM	N_D	0	0
20110810-164655	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63954	0	9573	9637	0	0	NORM	N_D	0	0
20110810-164659	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63954	0	9573	9637	0	0	NORM	N_D	0	0
20110810-164703	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63954	0	9637	9637	0	0	NORM	N_D	0	0
20110810-164706	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63954	0	9573	9573	0	0	NORM	N_D	0	0
20110810-164710	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63944	0	9573	9637	0	0	NORM	N_D	0	0
20110810-164714	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63954	0	9573	9637	0	0	NORM	N_D	0	0
20110810-164717	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63954	0	9573	9637	0	0	NORM	N_D	0	0
20110810-164721	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63954	0	9573	9637	0	0	NORM	N_D	0	0
20110810-164724	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63944	0	9573	9573	0	0	NORM	N_D	0	0
20110810-164728	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	63944	0	9573	9573	0	0	NORM	N_D	0	0
20110810-164732	15525	951137	8473196	3223198	5249998	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	117	17585	64440	2035	9059	9059	795	907	NORM	N_D	0	0
20110810-164735	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	174	117	17585	1017	5214	0	0	2040	2039	NORM	N_D	0	0
20110810-164739	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	579	117	17585	1548	7936	0	0	3099	3114	NORM	N_D	0	0
20110810-164743	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	940	117	17586	419	2420	0	0	1231	1238	NORM	N_D	0	0
20110810-164746	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1157	117	17586	996	5109	0	0	2037	2033	NORM	N_D	0	0
20110810-164750	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1402	117	17587	487	2491	0	0	1418	1525	NORM	N_D	0	0
20110810-164754	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1609	117	17589	819	4197	0	0	1636	1640	NORM	N_D	0	0
20110810-164757	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1804	117	17590	0	1	0	0	0	0	NORM	N_D	0	0
20110810-164801	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1589	117	17591	64751	0	2505	0	0	65535	NORM	N_D	0	0
20110810-164805	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1479	117	17593	865	4437	0	0	1729	1736	NORM	N_D	0	0
20110810-164808	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1607	117	17594	373	1929	0	0	748	753	NORM	N_D	0	0
