20131206-062757	15504	990244	4507495	1759422	2748073	1421040	19332	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	119	0	63918	0	9637	9637	0	0	17424	1	97	97	NORM	CH_E	3	0
20131206-062801	15504	990244	4507495	1759422	2748073	1421040	19332	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	119	0	63918	0	9637	9637	0	0	17408	0	97	97	NORM	CH_E	3	0
20131206-062805	15504	990244	4507495	1759422	2748073	1421040	19332	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	119	0	63929	0	9573	9573	0	0	17390	1	97	97	NORM	CH_E	3	0
20131206-062808	15504	990244	4507495	1759422	2748073	1421040	19332	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	119	0	63939	0	9573	9573	0	0	17429	2	97	97	NORM	CH_E	3	0
20131206-062812	15504	990244	4507495	1759422	2748073	1421040	19332	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	120	0	63927	0	9509	9509	0	0	17433	24	168	168	NORM	CH_E	3	0
20131206-062816	15504	990244	4507495	1759425	2748073	1421040	19332	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	120	0	63949	0	9380	9380	0	0	17426	25	168	168	NORM	CH_E	3	0
20131206-062820	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	120	0	63949	0	9380	9380	0	0	17405	22	142	142	NORM	CH_E	3	0
20131206-062823	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	120	0	1739	8699	0	0	3504	3622	17401	123	817	817	NORM	PA_I	3	0
20131206-062827	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	120	0	2642	13212	0	0	5355	5386	17389	453	3190	3190	NORM	PA_E	3	0
20131206-062831	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	120	0	3041	15207	0	0	6148	6179	17365	981	6497	6497	NORM	PA_E	3	0
20131206-062834	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	120	0	2356	16484	0	0	4683	4566	17364	1067	7048	7030	NORM	PA_E	3	0
20131206-062838	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	1896	16416	0	0	3767	3744	17376	1037	6861	6861	NORM	PA_E	3	0
20131206-062842	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	1648	16389	0	0	3261	3255	17390	1030	6799	6799	NORM	PA_E	3	0
20131206-062845	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	1471	16358	0	0	2927	2925	17358	1028	6772	6763	NORM	PA_E	3	0
20131206-062849	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	1348	16380	0	0	2680	2686	17373	1025	6737	6737	NORM	PA_E	3	0
20131206-062853	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	1261	16335	0	0	2516	2512	17360	1008	6701	6701	NORM	PA_E	3	0
20131206-062857	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	5	3	0	0	2	6	17399	120	533	533	NORM	PA_E	3	0
20131206-062900	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	3	59	0	0	2	0	17381	50	284	275	NORM	PA_E	3	0
20131206-062904	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	1128	16372	0	0	2243	2247	17358	991	6639	6683	NORM	PA_E	3	0
20131206-062908	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	1040	16067	0	0	1419	1425	17378	864	5510	5510	NORM	PA_E	3	0
20131206-062912	15504	990244	4507496	1759425	2748071	1421040	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	0	0	0	0	0	0	17376	68	444	444	NORM	PA_E	3	0
20131206-062915	15504	990244	4507496	1759425	2748071	1421041	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	527	7950	0	0	1224	1242	17362	437	3057	3057	NORM	PA_E	3	0
20131206-062919	15504	990244	4507513	1759425	2748088	1421041	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	617	9404	0	0	1236	1232	17416	606	3990	3990	NORM	PA_E	3	0
20131206-062923	15504	990244	4507513	1759425	2748088	1421041	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	1	18	0	0	1	1	17391	72	417	417	NORM	PA_E	3	0
20131206-062926	15504	990244	4507513	1759425	2748088	1421041	19332	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	120	0	486	7253	0	0	973	972	17399	456	3066	3066	NORM	PA_E	3	0
